SETID,DEPTID,DESCR,GL_EXPENSE,DESCR50
HKGID,1515,WW Cust Service variable costs,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
HKGID,1516,Customer and Brand Trust: Biz,MERCHANT SERVICES,Merchant Technologies
HKGID,1517,"JV II, CS India",FINANCE,WW Retail Marketing
HKGID,1518,Risk Investigations Corporate,MERCHANT SERVICES,Risk Management and Fraud
HKGID,1520,CS Ops Support,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
HKGID,1521,CS-Corp Acct Specialty Group,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
HKGID,1522,CS Operations-Alt Language 5,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
HKGID,1523,Abuse Operations,MERCHANT SERVICES,Risk Management and Fraud
HKGID,1525,CS - Phone Sales Operations,OPERATIONS & CUSTOMER SERVICE,China Ops
HKGID,1526,Customer Service - Phone Sales,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
HKGID,1527,Goodreads - Variable,KINDLE CONTENT,GoodReads
HKGID,1528,CS-AGS Fixed,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
HKGID,1529,CS-AGS Variable,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
HKGID,1530,CS HR,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
HKGID,1531,Customer Service Finance,OPERATIONS & CUSTOMER SERVICE,Merchant Technologies
HKGID,1540,Fixed Digital Ops - CS,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
HKGID,1545,CS-Social Media Variable 1,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
HKGID,1546,CS-Social Media Variable 2,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
HKGID,1547,CS-Social Media Variable 3,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
HKGID,1548,CS-Social Media Variable 4,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
HKGID,1550,Digital Fixed Ops,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
HKGID,1551,CS-AMZL Variable 1,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
HKGID,1552,CS-AMZL Fixed 1,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
HKGID,1553,CS-AMZL Variable 2,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
HKGID,1554,CS-AMZL Fixed 2,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
HKGID,1555,CS-AMZL Variable 3,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
HKGID,1556,CS-AMZL Fixed 3,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
HKGID,1557,CS-LMTOC Fixed 1,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
HKGID,1558,CS-LMTOC Variable 1,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
HKGID,1559,CS-LMTOC Fixed 2,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
HKGID,1560,Fixed Digital Ops CS - Alt Lan,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
HKGID,1561,FUL - CS Ops -Audible Indirect,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
HKGID,1562,FUL - CS Ops - Audible direct,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
HKGID,1563,CS OPs variable - Alt Lang 5,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
HKGID,1564,CS OPs fixed - Alt Lang 5,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
HKGID,1565,CS OPs variable- Alt Lang 6,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
HKGID,1566,CS OPs fixed - Alt Lang 6,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
HKGID,1567,CS-Woot Variable,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
HKGID,1568,CS-Woot Fixed,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
HKGID,1570,FUL-CS Ops-Kindle(D2) indirect,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
HKGID,1579,AWS Customer Service,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
HKGID,1580,Digital Var Ops,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
HKGID,1581,CS Operations Mgmt WFH,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
HKGID,1582,CS Ops - Variable - WFH,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
HKGID,1583,CS - Kindle Support Operations,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
HKGID,1585,Fixed Digital Corp - CS,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
HKGID,1590,FUL - CS Ops-Kindle (D2)direct,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
HKGID,1591,CS-Tech Supp Ops Alt Language2,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
HKGID,1592,CS-Tech Supp Ops Alt Language3,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
HKGID,1593,"Seller, Vendor and Brand-ops",MERCHANT SERVICES,Technical Account Management
HKGID,1596,"Seller, Vendor and Brand-PP",MERCHANT SERVICES,Technical Account Management
HKGID,1597,Seller&Vendor-Cross Functional,MERCHANT SERVICES,Technical Account Management
HKGID,1599,"Seller,Vendor &Brand- Business",MERCHANT SERVICES,Technical Account Management
HKGID,1604,SCOT-Optimal Delivery Engineer,INTERNATIONAL RETAIL,Intl Retail - Other
HKGID,1620,TRMS Compliance,MERCHANT SERVICES,Risk Management and Fraud
HKGID,1631,Seller and Brand Support - CA,MERCHANT SERVICES,Technical Account Management
HKGID,1632,Seller and Brand Support - UK,MERCHANT SERVICES,Technical Account Management
HKGID,1633,Seller and Brand Support - DE,MERCHANT SERVICES,Technical Account Management
HKGID,1634,Seller and Brand Support - FR,MERCHANT SERVICES,Technical Account Management
HKGID,1635,Seller and Brand Support - ES,MERCHANT SERVICES,Technical Account Management
HKGID,1636,Seller and Brand Support - IT,MERCHANT SERVICES,Technical Account Management
HKGID,1637,Seller and Brand Support - JP,MERCHANT SERVICES,Technical Account Management
HKGID,1638,Seller and Brand Support - IN,MERCHANT SERVICES,Technical Account Management
HKGID,1639,Seller & Brand Supp-Emerging,MERCHANT SERVICES,Technical Account Management
HKGID,1641,Vendor Support - CA - Prod,MERCHANT SERVICES,Seller Website Business
HKGID,1642,Vendor Support - UK - Prod,MERCHANT SERVICES,Seller Website Business
HKGID,1643,Vendor Support - DE - Prod,MERCHANT SERVICES,Seller Website Business
HKGID,1644,Vendor Support - FR - Prod,MERCHANT SERVICES,Seller Website Business
HKGID,1645,Vendor Support - ES - Prod,MERCHANT SERVICES,Seller Website Business
HKGID,1646,Vendor Support - IT - Prod,MERCHANT SERVICES,Seller Website Business
HKGID,1647,Vendor Support - JP - Prod,MERCHANT SERVICES,Seller Website Business
HKGID,1649,Vendor Support - Emerging OUs,MERCHANT SERVICES,Seller Website Business
HKGID,1710,Regional RME,OPERATIONS & CUSTOMER SERVICE,FC Operations
HKGID,1716,Payment Products NA,MERCHANT SERVICES,Amazon Payment Products
HKGID,1717,Gift Certificates - Corporate,MERCHANT SERVICES,Amazon Payment Products
HKGID,1721,Ops Construction,OPERATIONS & CUSTOMER SERVICE,FC Operations
HKGID,1777,Customer and Brand Trust: Var,MERCHANT SERVICES,Merchant Technologies
HKGID,1850,WFM Retail Store,FINANCE,Global Consumer FPA
HKGID,1851,WFM Non-Retail Distribution,FINANCE,Global Consumer FPA
HKGID,1852,WFM Non-Retail Production,FINANCE,Global Consumer FPA
HKGID,1853,WFM Regional Store Support,FINANCE,Global Consumer FPA
HKGID,1854,WFM Global Store Sprt-Perish,FINANCE,Global Consumer FPA
HKGID,1855,WFM Global Store Sprt-Culinary,FINANCE,Global Consumer FPA
HKGID,1856,WFM Global Store Sprt-Non-Peri,FINANCE,Global Consumer FPA
HKGID,1857,WFM Fulfillment -Variable,KINDLE CONTENT,Intl Retail - Other
HKGID,1900,Amazon Air - COGS,OPERATIONS & CUSTOMER SERVICE,FC Operations
HKGID,1901,Amazon Air - Corporate,OPERATIONS & CUSTOMER SERVICE,FC Operations
HKGID,1902,Amazon Freight Exchange,OPERATIONS & CUSTOMER SERVICE,FC Operations
HKGID,1903,AmazonFreightExchange-Variable,OPERATIONS & CUSTOMER SERVICE,FC Operations
HKGID,1904,Amazon Air - Field Fixed,OPERATIONS & CUSTOMER SERVICE,FC Operations
HKGID,1916,Seven G&A,KINDLE CONTENT,WW Retail Marketing
HKGID,1917,Souq Corp Ops,KINDLE CONTENT,Operations Admin
HKGID,1918,Souq Marketing - Fixed,KINDLE CONTENT,WW Retail Marketing
HKGID,1950,Supply Chain Administration,OPERATIONS & CUSTOMER SERVICE,FC Operations
HKGID,1951,Consumer Payments,MERCHANT SERVICES,Amazon Payment Products
HKGID,2000,After Market Services (AMS),INTERNATIONAL RETAIL,Intl Retail - Other
HKGID,2002,Consumer Training & Learning,INTERNATIONAL RETAIL,Intl Retail - Other
HKGID,2010,Delivery Experience,INTERNATIONAL RETAIL,Intl Retail - Other
HKGID,2100,POD & MOD,INTERNATIONAL RETAIL,Intl Retail - Other
HKGID,2140,External Fulfillment,OPERATIONS & CUSTOMER SERVICE,FC Operations
HKGID,2150,SCOT-Inventory Planning,INTERNATIONAL RETAIL,Intl Retail - Other
HKGID,2157,Supply Chain Execution,OPERATIONS & CUSTOMER SERVICE,WW SC and Process Std
HKGID,215726,Supply Chain,OPERATIONS & CUSTOMER SERVICE,WW SC and Process Std
HKGID,2160,Returns,OPERATIONS & CUSTOMER SERVICE,FC Operations
HKGID,2200,FBA PM Tech,MERCHANT SERVICES,FBA
HKGID,2202,TRMS Operations,MERCHANT SERVICES,Risk Management and Fraud
HKGID,2213,Instock Mgmt-Beauty & Grooming,INTERNATIONAL RETAIL,Intl Retail - Other
HKGID,2246,Hardlines ACES,INTERNATIONAL RETAIL,Intl Retail - Other
HKGID,2401,Information Security Payments,E-COMMERCE PLATFORM,Payments Engineering
HKGID,2504,Textbooks On Campus,INTERNATIONAL RETAIL,Intl Retail - Other
HKGID,2505,Media Shopping XP,INTERNATIONAL RETAIL,Intl Retail - Other
HKGID,2506,Customer and Brand Trust: Tech,MERCHANT SERVICES,Technical Account Management
HKGID,2507,Claims Investigations,MERCHANT SERVICES,Risk Management and Fraud
HKGID,2508,Know Your Customer (KYC),MERCHANT SERVICES,Risk Management and Fraud
HKGID,2509,Product Quality Investigations,MERCHANT SERVICES,Risk Management and Fraud
HKGID,2511,Amazon Pay-Risk Investigations,MERCHANT SERVICES,Payments - EPS
HKGID,2512,AWS Variable Fraud,AMAZON WEB SERVICES,AWS - Utility Computing
HKGID,2513,Sanctions Screening Invstgtns,MERCHANT SERVICES,Risk Management and Fraud
HKGID,2514,Suspicious Activity Monitoring,MERCHANT SERVICES,Risk Management and Fraud
HKGID,2515,Marketplace Abuse (MPA),INTERNATIONAL RETAIL,Intl Retail - Other
HKGID,2518,EPS - Risk & Sales,E-COMMERCE PLATFORM,Payments Engineering
HKGID,2519,Chargeback Investigators,MERCHANT SERVICES,Risk Management and Fraud
HKGID,2522,Buying Ops,INTERNATIONAL RETAIL,Intl Retail - Other
HKGID,2549,Operations and Supply Chain,KINDLE DEVICE,Device Operations
HKGID,2550,Quality and Lean,DIGITAL,Device Operations
HKGID,2551,Supply Chain Planning,DIGITAL,Device Operations
HKGID,2552,Global Manufacturing &Ops Engg,DIGITAL,Device Operations
HKGID,2553,Supply Chain and Compliance,DIGITAL,Device Operations
HKGID,2554,"Product Ops: Echo, eReader,SMP",DIGITAL,Device Operations
HKGID,2555,Global Operations Support,DIGITAL,Device Operations
HKGID,2556,AME/NPI,DIGITAL,Device Operations
HKGID,2558,New Technology Operations,DIGITAL,New Initiatives
HKGID,2559,Product Operations: SMP & Echo,DIGITAL,New Initiatives
HKGID,2560,Accessories Operations,DIGITAL,Device Operations
HKGID,2561,"Amazon Devices - Tablet, AUCC",KINDLE DEVICE,New Initiatives
HKGID,2562,Amazon Devices -Direct Sales,KINDLE DEVICE,Device Software
HKGID,2563,Amazon Devices - Cross Product,KINDLE DEVICE,Device Software
HKGID,2564,Amazon Devices-Global SalesOps,KINDLE DEVICE,Device Software
HKGID,2567,Devices Global Logistics,KINDLE DEVICE,Device Operations
HKGID,2568,Devices Reverse Logistics,KINDLE DEVICE,Device Operations
HKGID,2698,Home Innovation Team,INTERNATIONAL RETAIL,Intl Retail - Other
HKGID,2700,WW Operations,OPERATIONS & CUSTOMER SERVICE,FC Operations
HKGID,2878,Softlines Tech Initiatives,INTERNATIONAL RETAIL,Intl Retail - Other
HKGID,3800,Credit Card and Bad Debt,OPERATIONS & CUSTOMER SERVICE,FC Operations
HKGID,3802,AWS Bad Debt,AMAZON WEB SERVICES,AWS - Administration
HKGID,3806,WFM CostofPayments-Variable,KINDLE CONTENT,Intl Retail - Other
HKGID,3807,Prime Subscription Bad Debt,FINANCE,Finance Operations
HKGID,3878,Fit,INTERNATIONAL RETAIL,Intl Retail - Other
HKGID,4000,AWS Commercial Sales-Variable,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
HKGID,4001,AWS Professional Services,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
HKGID,4002,AWS Sales Training,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
HKGID,4003,AWS Solutions Architecture,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
HKGID,4004,AWS Business Development,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
HKGID,4005,AWS Partner Program,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
HKGID,4006,AWS Public Sector Sales-Fixed,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
HKGID,4007,AWS Partner Network,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
HKGID,4008,AWS International Product Mgmt,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
HKGID,4010,Elemental Support - Variable,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
HKGID,4011,International Expansn Paymnts,MERCHANT SERVICES,Amazon Payment Products
HKGID,4012,Social Shopping - Variable,OPERATIONS & CUSTOMER SERVICE,FC Operations
HKGID,4013,Payment Products Variable,MERCHANT SERVICES,Amazon Payment Products
HKGID,4016,AWS Specialized Sales-Variable,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
HKGID,4017,AWS Specl Sales Soln Arch-Var,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
HKGID,4018,AWS Global Accounts Arch-Var,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
HKGID,4019,AWS Partner Services Arch-Var,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
HKGID,4020,AWS Financial Service Arch-Var,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
HKGID,4021,AWS Global Account-Variable,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
HKGID,4022,AWS FinancialServices-Variable,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
HKGID,4023,AWS Regional Sales OpsSupp-Var,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
HKGID,4024,AWS WW OPS Strat Cust Eng-Var,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
HKGID,4025,AWS WW OperationEnablement-Var,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
HKGID,4026,AWS GBO Comp and Invoicing-Var,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
HKGID,4027,AWS GBO Systems-Variable,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
HKGID,4028,AWS Partners Support-Variable,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
HKGID,4030,AWS Business Dev Support-Var,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
HKGID,4032,AWS Inside Sales-Variable,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
HKGID,4033,AWS Enterprz Customer Serv Var,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
HKGID,4034,AWS Enterprise Customer Servic,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
HKGID,4035,AWS GCR Sales-Variable,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
HKGID,4036,AWS GCR Professional Srvc-Var,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
HKGID,4037,AWS GCR SalesTraining-Variable,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
HKGID,4038,AWS GCR Soln Arch-Variable,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
HKGID,4039,AWS GCR Busn Development-Var,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
HKGID,4040,Amazon Restaurants Variable,BUSINESS DEV AND CPC,Amazon Local
HKGID,4041,Traffic-Variable Marketing Chn,DIGITAL,Marketing and D&A
HKGID,4042,AWS Demand Gen-Variable,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
HKGID,4121,Public Relations - Consumer,WW CORPORATE AFFAIRS,WW Corporate Affairs Admin
HKGID,4122,Public Relations - Corp Comm,WW CORPORATE AFFAIRS,WW Corporate Affairs Admin
HKGID,4123,Public Relations - Ops,WW CORPORATE AFFAIRS,WW Corporate Affairs Admin
HKGID,4124,Public Relations - Devices,WW CORPORATE AFFAIRS,WW Corporate Affairs Admin
HKGID,4125,Public Relations - Books 4125,WW CORPORATE AFFAIRS,WW Corporate Affairs Admin
HKGID,4126,Public Relations - AWS,WW CORPORATE AFFAIRS,WW Corporate Affairs Admin
HKGID,4127,Public Relations - DMVS,WW CORPORATE AFFAIRS,WW Corporate Affairs Admin
HKGID,4128,Public Relations-Physical Str,WW CORPORATE AFFAIRS,WW Corporate Affairs Admin
HKGID,4129,Public Relations in Community,WW CORPORATE AFFAIRS,Strategic Communication
HKGID,4140,Amazon Tickets Variable,BUSINESS DEV AND CPC,Amazon Local
HKGID,4200,Business Development,KINDLE CONTENT,Intl Retail - Other
HKGID,4210,Affiliate Marketing-Associates,INTERNATIONAL RETAIL,Intl Retail - Other
HKGID,4300,Search Traffic Marketing,INTERNATIONAL RETAIL,Intl Retail - Other
HKGID,4301,Marketing & Advertising-Fixed,KINDLE CONTENT,Intl Retail - Other
HKGID,4302,LaunchPad,INTERNATIONAL RETAIL,Intl Retail - Other
HKGID,4303,Digital mass and brand market,DIGITAL,Marketing and D&A
HKGID,4308,Amazon Local CommerceMarketing,BUSINESS DEV AND CPC,Amazon Local
HKGID,4312,Subsidiary Marketing & Sales,FINANCE,Merchant Services Finance
HKGID,4313,Amazon Publisher Services,BUSINESS DEV AND CPC,MEDIA
HKGID,4315,Mktg-Promotions,KINDLE CONTENT,Intl Retail - Other
HKGID,4321,VAS Variable,MERCHANT SERVICES,Merchant Technologies
HKGID,4322,Guru Operations Variable,KINDLE DEVICE,North American Sales
HKGID,4329,Channel Sales - Softlines,INTERNATIONAL RETAIL,Intl Retail - Other
HKGID,4330,Strategic Communication,WW CORPORATE AFFAIRS,Strategic Communication
HKGID,4331,Channels Sales,INTERNATIONAL RETAIL,Intl Retail - Other
HKGID,4333,Small Business Solutions Sales,INTERNATIONAL RETAIL,Intl Retail - Other
HKGID,4334,Other Corporate Development,BUSINESS DEV AND CPC,Biz Dev/Corp Dev/DPReview
HKGID,4336,Advertising Sales Mgmt -Fixed,BUSINESS DEV AND CPC,WW Advertising
HKGID,4338,Advertising Field Sales -Var,BUSINESS DEV AND CPC,WW Advertising
HKGID,4342,Merchant Sales Support Var,INTERNATIONAL RETAIL,Intl Retail - Other
HKGID,4343,ChannelSales India-EU business,INTERNATIONAL RETAIL,Intl Retail - Other
HKGID,4346,Ad Marketing - Fixed,BUSINESS DEV AND CPC,WW Advertising
HKGID,4347,Advertising Scaled Services,BUSINESS DEV AND CPC,WW Advertising
HKGID,4348,Advertising Prdct/Prgm Mgmnt,BUSINESS DEV AND CPC,WW Advertising
HKGID,4349,Advertising Custom Program,BUSINESS DEV AND CPC,WW Advertising
HKGID,4351,Moderation Automation RelevSys,BUSINESS DEV AND CPC,MEDIA
HKGID,4365,Product Co-op Mktg,INTERNATIONAL RETAIL,Intl Retail - Other
HKGID,4380,Amazon Pay-PM/Marketing,MERCHANT SERVICES,Payments - EPS
HKGID,4385,Amazon Pay Marketing,KINDLE DEVICE,Payments - EPS
HKGID,4440,AWS GCR Public Sector Sales,AMAZON WEB SERVICES,Web Services Fixed
HKGID,4441,AWS GCR Partner Program-Var,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
HKGID,4450,WW Advertising & Marketing Ops,DIGITAL,Marketing and D&A and Offline Retail
HKGID,4451,Dig Tech Mgmt - BD/Mktg,DIGITAL,New Initiatives
HKGID,4460,Marketing Measurement,KINDLE DEVICE,Kindle Device Management
HKGID,4465,XCM #4,KINDLE CONTENT,Intl Retail - Other
HKGID,4470,XCM #5,KINDLE CONTENT,Intl Retail - Other
HKGID,4475,XCM #6,KINDLE CONTENT,Intl Retail - Other
HKGID,4480,XCM #7,KINDLE CONTENT,Intl Retail - Other
HKGID,4485,XCM #8,KINDLE CONTENT,Intl Retail - Other
HKGID,4490,XCM #9,KINDLE CONTENT,Intl Retail - Other
HKGID,4501,Buyer Risk Investigations,MERCHANT SERVICES,Risk Management and Fraud
HKGID,4502,Transaction Risk Management,MERCHANT SERVICES,Risk Management and Fraud
HKGID,4503,Core Machine Learning,MERCHANT SERVICES,Machine Learning
HKGID,4506,Merchant Risk Investigations,MERCHANT SERVICES,Risk Management and Fraud
HKGID,4513,Marketplace Recruit and Dev,MERCHANT SERVICES,North American Sales
HKGID,4515,Global Channels Sales,MERCHANT SERVICES,International Sales
HKGID,4516,Global Sales Support,MERCHANT SERVICES,International Sales
HKGID,4517,ChannelSales Support-Softlines,INTERNATIONAL RETAIL,Intl Retail - Other
HKGID,4600,AWS - Marketing,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
HKGID,4601,AWS Marketing - Variable,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
HKGID,4602,Elemental Marketing - Variable,AMAZON WEB SERVICES,AWS - Utility Computing
HKGID,4700,GC Discount,E-COMMERCE PLATFORM,Payments Platform
HKGID,4800,Softlines Marketing,INTERNATIONAL RETAIL,Intl Retail - Other
HKGID,4850,WFM Marketing,FINANCE,Global Consumer FPA
HKGID,4851,WFM Marketing -Variable,KINDLE CONTENT,Intl Retail - Other
HKGID,4852,WFM Other -Variable,KINDLE CONTENT,Intl Retail - Other
HKGID,4878,Project Compass,INTERNATIONAL RETAIL,Intl Retail - Other
