SETID,DEPTID,DESCR,GL_EXPENSE,DESCR50
CANID,1523,Abuse Operations,MERCHANT SERVICES,Risk Management and Fraud
CANID,1525,CS - Phone Sales Operations,OPERATIONS & CUSTOMER SERVICE,China Ops
CANID,1526,Customer Service - Phone Sales,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
CANID,1527,Goodreads - Variable,KINDLE CONTENT,GoodReads
CANID,1528,CS-AGS Fixed,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
CANID,1529,CS-AGS Variable,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
CANID,1530,CS HR,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
CANID,1531,Customer Service Finance,OPERATIONS & CUSTOMER SERVICE,Merchant Technologies
CANID,1540,Fixed Digital Ops - CS,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
CANID,1545,CS-Social Media Variable 1,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
CANID,1546,CS-Social Media Variable 2,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
CANID,1547,CS-Social Media Variable 3,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
CANID,1548,CS-Social Media Variable 4,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
CANID,1550,Digital Fixed Ops,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
CANID,1551,CS-AMZL Variable 1,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
CANID,1552,CS-AMZL Fixed 1,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
CANID,1553,CS-AMZL Variable 2,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
CANID,1554,CS-AMZL Fixed 2,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
CANID,1555,CS-AMZL Variable 3,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
CANID,1556,CS-AMZL Fixed 3,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
CANID,1557,CS-LMTOC Fixed 1,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
CANID,1558,CS-LMTOC Variable 1,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
CANID,1559,CS-LMTOC Fixed 2,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
CANID,1560,Fixed Digital Ops CS - Alt Lan,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
CANID,1561,FUL - CS Ops -Audible Indirect,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
CANID,1562,FUL - CS Ops - Audible direct,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
CANID,1563,CS OPs variable - Alt Lang 5,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
CANID,1564,CS OPs fixed - Alt Lang 5,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
CANID,1565,CS OPs variable- Alt Lang 6,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
CANID,1566,CS OPs fixed - Alt Lang 6,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
CANID,1567,CS-Woot Variable,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
CANID,1568,CS-Woot Fixed,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
CANID,1570,FUL-CS Ops-Kindle(D2) indirect,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
CANID,1579,AWS Customer Service,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
CANID,1580,Digital Var Ops,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
CANID,1581,CS Operations Mgmt WFH,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
CANID,1582,CS Ops - Variable - WFH,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
CANID,1583,CS - Kindle Support Operations,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
CANID,1585,Fixed Digital Corp - CS,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
CANID,1590,FUL - CS Ops-Kindle (D2)direct,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
CANID,1591,CS-Tech Supp Ops Alt Language2,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
CANID,1592,CS-Tech Supp Ops Alt Language3,OPERATIONS & CUSTOMER SERVICE,WW Customer Service
CANID,1593,"Seller, Vendor and Brand-ops",MERCHANT SERVICES,Technical Account Management
CANID,1596,"Seller, Vendor and Brand-PP",MERCHANT SERVICES,Technical Account Management
CANID,1597,Seller&Vendor-Cross Functional,MERCHANT SERVICES,Technical Account Management
CANID,1599,"Seller,Vendor &Brand- Business",MERCHANT SERVICES,Technical Account Management
CANID,1604,SCOT-Optimal Delivery Engineer,NORTH AMERICA RETAIL,WW Retail Systems
CANID,1620,TRMS Compliance,MERCHANT SERVICES,Risk Management and Fraud
CANID,1631,Seller and Brand Support - CA,MERCHANT SERVICES,Technical Account Management
CANID,1632,Seller and Brand Support - UK,MERCHANT SERVICES,Technical Account Management
CANID,1633,Seller and Brand Support - DE,MERCHANT SERVICES,Technical Account Management
CANID,1634,Seller and Brand Support - FR,MERCHANT SERVICES,Technical Account Management
CANID,1635,Seller and Brand Support - ES,MERCHANT SERVICES,Technical Account Management
CANID,1636,Seller and Brand Support - IT,MERCHANT SERVICES,Technical Account Management
CANID,1637,Seller and Brand Support - JP,MERCHANT SERVICES,Technical Account Management
CANID,1638,Seller and Brand Support - IN,MERCHANT SERVICES,Technical Account Management
CANID,1639,Seller & Brand Supp-Emerging,MERCHANT SERVICES,Technical Account Management
CANID,1641,Vendor Support - CA - Prod,MERCHANT SERVICES,Seller Website Business
CANID,1642,Vendor Support - UK - Prod,MERCHANT SERVICES,Seller Website Business
CANID,1643,Vendor Support - DE - Prod,MERCHANT SERVICES,Seller Website Business
CANID,1644,Vendor Support - FR - Prod,MERCHANT SERVICES,Seller Website Business
CANID,1645,Vendor Support - ES - Prod,MERCHANT SERVICES,Seller Website Business
CANID,1646,Vendor Support - IT - Prod,MERCHANT SERVICES,Seller Website Business
CANID,1647,Vendor Support - JP - Prod,MERCHANT SERVICES,Seller Website Business
CANID,1649,Vendor Support - Emerging OUs,MERCHANT SERVICES,Seller Website Business
CANID,1710,Regional RME,OPERATIONS & CUSTOMER SERVICE,NAFC
CANID,1716,Payment Products NA,MERCHANT SERVICES,Amazon Payment Products
CANID,1717,Gift Certificates - Corporate,MERCHANT SERVICES,Amazon Payment Products
CANID,1721,Ops Construction,OPERATIONS & CUSTOMER SERVICE,NAFC
CANID,1777,Customer and Brand Trust: Var,MERCHANT SERVICES,Merchant Technologies
CANID,1850,WFM Retail Store,FINANCE,Global Consumer FPA
CANID,1851,WFM Non-Retail Distribution,FINANCE,Global Consumer FPA
CANID,1852,WFM Non-Retail Production,FINANCE,Global Consumer FPA
CANID,1853,WFM Regional Store Support,FINANCE,Global Consumer FPA
CANID,1854,WFM Global Store Sprt-Perish,FINANCE,Global Consumer FPA
CANID,1855,WFM Global Store Sprt-Culinary,FINANCE,Global Consumer FPA
CANID,1856,WFM Global Store Sprt-Non-Peri,FINANCE,Global Consumer FPA
CANID,1857,WFM Fulfillment -Variable,NORTH AMERICA RETAIL,WW Retail Systems
CANID,1900,Amazon Air - COGS,OPERATIONS & CUSTOMER SERVICE,NAFC
CANID,1900HR,Amazon Air - COGS,OPERATIONS & CUSTOMER SERVICE,Operations Admin
CANID,1901,Amazon Air - Corporate,OPERATIONS & CUSTOMER SERVICE,NAFC
CANID,1901HR,Amazon Air - Corporate - HR,OPERATIONS & CUSTOMER SERVICE,Operations Admin
CANID,1902,Amazon Freight Exchange,OPERATIONS & CUSTOMER SERVICE,NAFC
CANID,1903,AmazonFreightExchange-Variable,OPERATIONS & CUSTOMER SERVICE,NAFC
CANID,1904,Amazon Air - Field Fixed,OPERATIONS & CUSTOMER SERVICE,Operations Admin
CANID,1904HR,Amazon Air - Field Fixed HR,OPERATIONS & CUSTOMER SERVICE,Operations Admin
CANID,1916,Seven G&A,KINDLE CONTENT,WW Retail Marketing
CANID,1917,Souq Corp Ops,KINDLE CONTENT,Operations Admin
CANID,1918,Souq Marketing - Fixed,KINDLE CONTENT,WW Retail Marketing
CANID,1950,Supply Chain Administration,OPERATIONS & CUSTOMER SERVICE,NAFC
CANID,1951,Consumer Payments,MERCHANT SERVICES,Amazon Payment Products
CANID,2000,After Market Services (AMS),NORTH AMERICA RETAIL,WW Retail Systems
CANID,2002,Consumer Training & Learning,NORTH AMERICA RETAIL,WW Retail Systems
CANID,2010,Delivery Experience,NORTH AMERICA RETAIL,WW Prime
CANID,2100,POD & MOD,NORTH AMERICA RETAIL,WW Retail Systems
CANID,2140,External Fulfillment,OPERATIONS & CUSTOMER SERVICE,NAFC
CANID,2150,SCOT-Inventory Planning,OPERATIONS & CUSTOMER SERVICE,SCOT
CANID,2157,Supply Chain Execution,OPERATIONS & CUSTOMER SERVICE,NAFC
CANID,2160,Returns,OPERATIONS & CUSTOMER SERVICE,NAFC
CANID,2200,FBA PM Tech,MERCHANT SERVICES,FBA
CANID,2202,TRMS Operations,MERCHANT SERVICES,Risk Management and Fraud
CANID,2213,Instock Mgmt-Beauty & Grooming,NORTH AMERICA RETAIL,WW Retail Systems
CANID,2246,Hardlines ACES,NORTH AMERICA RETAIL,WW Retail Systems
CANID,2401,Information Security Payments,E-COMMERCE PLATFORM,Payments Engineering
CANID,2504,Textbooks On Campus,NORTH AMERICA RETAIL,WW Retail Systems
CANID,2505,Media Shopping XP,NORTH AMERICA RETAIL,WW Retail Systems
CANID,2506,Customer and Brand Trust: Tech,MERCHANT SERVICES,Technical Account Management
CANID,2507,Claims Investigations,MERCHANT SERVICES,Risk Management and Fraud
CANID,2508,Know Your Customer (KYC),MERCHANT SERVICES,Risk Management and Fraud
CANID,2509,Product Quality Investigations,MERCHANT SERVICES,Risk Management and Fraud
CANID,2511,Amazon Pay-Risk Investigations,MERCHANT SERVICES,Payments - EPS
CANID,2512,AWS Variable Fraud,AMAZON WEB SERVICES,AWS - Utility Computing
CANID,2513,Sanctions Screening Invstgtns,MERCHANT SERVICES,Risk Management and Fraud
CANID,2514,Suspicious Activity Monitoring,MERCHANT SERVICES,Risk Management and Fraud
CANID,2515,Marketplace Abuse (MPA),NORTH AMERICA RETAIL,WW Retail Systems
CANID,2518,EPS - Risk & Sales,E-COMMERCE PLATFORM,Payments Engineering
CANID,2519,Chargeback Investigators,MERCHANT SERVICES,Risk Management and Fraud
CANID,2522,Buying Ops,NORTH AMERICA RETAIL,WW Retail Systems
CANID,2549,Operations and Supply Chain,KINDLE DEVICE,Device Operations
CANID,2550,Quality and Lean,DIGITAL,Device Operations
CANID,2551,Supply Chain Planning,DIGITAL,Device Operations
CANID,2552,Global Manufacturing &Ops Engg,DIGITAL,Device Operations
CANID,2553,Supply Chain and Compliance,DIGITAL,Device Operations
CANID,2554,"Product Ops: Echo, eReader,SMP",DIGITAL,Device Operations
CANID,2555,Global Operations Support,DIGITAL,Device Operations
CANID,2556,AME/NPI,DIGITAL,Device Operations
CANID,2558,New Technology Operations,DIGITAL,New Initiatives
CANID,2559,Product Operations: SMP & Echo,DIGITAL,New Initiatives
CANID,2560,Accessories Operations,DIGITAL,Device Operations
CANID,2561,"Amazon Devices - Tablet, AUCC",KINDLE DEVICE,New Initiatives
CANID,2562,Amazon Devices -Direct Sales,KINDLE DEVICE,Device Software
CANID,2563,Amazon Devices - Cross Product,KINDLE DEVICE,Device Software
CANID,2564,Amazon Devices-Global SalesOps,KINDLE DEVICE,Device Software
CANID,2567,Devices Global Logistics,KINDLE DEVICE,Device Operations
CANID,2568,Devices Reverse Logistics,KINDLE DEVICE,Device Operations
CANID,2698,Home Innovation Team,NORTH AMERICA RETAIL,WW Retail Systems
CANID,2700,WW Operations,OPERATIONS & CUSTOMER SERVICE,NAFC
CANID,2878,Softlines Tech Initiatives,NORTH AMERICA RETAIL,WW Retail Systems
CANID,3800,Credit Card and Bad Debt,OPERATIONS & CUSTOMER SERVICE,NAFC
CANID,3802,AWS Bad Debt,AMAZON WEB SERVICES,AWS - Administration
CANID,3806,WFM CostofPayments-Variable,NORTH AMERICA RETAIL,WW Retail Systems
CANID,3807,Prime Subscription Bad Debt,FINANCE,Finance Operations
CANID,3878,Fit,NORTH AMERICA RETAIL,WW Retail Systems
CANID,4000,AWS Commercial Sales-Variable,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
CANID,4001,AWS Professional Services,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
CANID,4002,AWS Sales Training,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
CANID,4003,AWS Solutions Architecture,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
CANID,4004,AWS Business Development,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
CANID,4005,AWS Partner Program,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
CANID,4006,AWS Public Sector Sales-Fixed,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
CANID,4007,AWS Partner Network,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
CANID,4008,AWS International Product Mgmt,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
CANID,4010,Elemental Support - Variable,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
CANID,4011,International Expansn Paymnts,MERCHANT SERVICES,Amazon Payment Products
CANID,4012,Social Shopping - Variable,OPERATIONS & CUSTOMER SERVICE,NAFC
CANID,4013,Payment Products Variable,MERCHANT SERVICES,Amazon Payment Products
CANID,4016,AWS Specialized Sales-Variable,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
CANID,4017,AWS Specl Sales Soln Arch-Var,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
CANID,4018,AWS Global Accounts Arch-Var,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
CANID,4019,AWS Partner Services Arch-Var,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
CANID,4020,AWS Financial Service Arch-Var,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
CANID,4021,AWS Global Account-Variable,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
CANID,4022,AWS FinancialServices-Variable,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
CANID,4023,AWS Regional Sales OpsSupp-Var,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
CANID,4024,AWS WW OPS Strat Cust Eng-Var,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
CANID,4025,AWS WW OperationEnablement-Var,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
CANID,4026,AWS GBO Comp and Invoicing-Var,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
CANID,4027,AWS GBO Systems-Variable,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
CANID,4028,AWS Partners Support-Variable,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
CANID,4030,AWS Business Dev Support-Var,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
CANID,4032,AWS Inside Sales-Variable,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
CANID,4033,AWS Enterprz Customer Serv Var,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
CANID,4034,AWS Enterprise Customer Servic,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
CANID,4035,AWS GCR Sales-Variable,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
CANID,4036,AWS GCR Professional Srvc-Var,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
CANID,4037,AWS GCR SalesTraining-Variable,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
CANID,4038,AWS GCR Soln Arch-Variable,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
CANID,4039,AWS GCR Busn Development-Var,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
CANID,4040,Amazon Restaurants Variable,BUSINESS DEV AND CPC,Amazon Local
CANID,4041,Traffic-Variable Marketing Chn,DIGITAL,Marketing and D&A
CANID,4042,AWS Demand Gen-Variable,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
CANID,4121,Public Relations - Consumer,WW CORPORATE AFFAIRS,WW Corporate Affairs Admin
CANID,4122,Public Relations - Corp Comm,WW CORPORATE AFFAIRS,WW Corporate Affairs Admin
CANID,4123,Public Relations - Ops,WW CORPORATE AFFAIRS,WW Corporate Affairs Admin
CANID,4124,Public Relations - Devices,WW CORPORATE AFFAIRS,WW Corporate Affairs Admin
CANID,4125,Public Relations - Books 4125,WW CORPORATE AFFAIRS,WW Corporate Affairs Admin
CANID,4126,Public Relations - AWS,WW CORPORATE AFFAIRS,WW Corporate Affairs Admin
CANID,4127,Public Relations - DMVS,WW CORPORATE AFFAIRS,WW Corporate Affairs Admin
CANID,4128,Public Relations-Physical Str,WW CORPORATE AFFAIRS,WW Corporate Affairs Admin
CANID,4129,Public Relations in Community,WW CORPORATE AFFAIRS,Strategic Communication
CANID,4140,Amazon Tickets Variable,BUSINESS DEV AND CPC,Amazon Local
CANID,4200,Business Development,NORTH AMERICA RETAIL,WW Retail Systems
CANID,4210,Affiliate Marketing-Associates,NORTH AMERICA RETAIL,WW Retail Systems
CANID,4300,Search Traffic Marketing,NORTH AMERICA RETAIL,WW Retail Systems
CANID,4301,Marketing & Advertising-Fixed,NORTH AMERICA RETAIL,WW Retail Systems
CANID,4302,LaunchPad,NORTH AMERICA RETAIL,WW Retail Systems
CANID,4303,Digital mass and brand market,DIGITAL,Marketing and D&A
CANID,4308,Amazon Local CommerceMarketing,BUSINESS DEV AND CPC,Amazon Local
CANID,4312,Subsidiary Marketing & Sales,FINANCE,Merchant Services Finance
CANID,4313,Amazon Publisher Services,BUSINESS DEV AND CPC,MEDIA
CANID,4315,Mktg-Promotions,NORTH AMERICA RETAIL,WW Retail Systems
CANID,4321,VAS Variable,MERCHANT SERVICES,Merchant Technologies
CANID,4322,Guru Operations Variable,KINDLE DEVICE,North American Sales
CANID,4329,Channel Sales - Softlines,NORTH AMERICA RETAIL,WW Retail Systems
CANID,4330,Strategic Communication,WW CORPORATE AFFAIRS,Strategic Communication
CANID,4331,Channels Sales,NORTH AMERICA RETAIL,WW Retail Systems
CANID,4333,Small Business Solutions Sales,NORTH AMERICA RETAIL,WW Retail Systems
CANID,4334,Other Corporate Development,BUSINESS DEV AND CPC,Biz Dev/Corp Dev/DPReview
CANID,4336,Advertising Sales Mgmt -Fixed,BUSINESS DEV AND CPC,WW Advertising
CANID,4338,Advertising Field Sales -Var,BUSINESS DEV AND CPC,WW Advertising
CANID,4342,Merchant Sales Support Var,NORTH AMERICA RETAIL,WW Retail Systems
CANID,4343,ChannelSales India-EU business,NORTH AMERICA RETAIL,WW Retail Systems
CANID,4346,Ad Marketing - Fixed,BUSINESS DEV AND CPC,WW Advertising
CANID,4347,Advertising Scaled Services,BUSINESS DEV AND CPC,WW Advertising
CANID,4348,Advertising Prdct/Prgm Mgmnt,BUSINESS DEV AND CPC,WW Advertising
CANID,4349,Advertising Custom Program,BUSINESS DEV AND CPC,WW Advertising
CANID,4351,Moderation Automation RelevSys,BUSINESS DEV AND CPC,MEDIA
CANID,4365,Product Co-op Mktg,NORTH AMERICA RETAIL,WW Retail Systems
CANID,4380,Amazon Pay-PM/Marketing,MERCHANT SERVICES,Payments - EPS
CANID,4385,Amazon Pay Marketing,KINDLE DEVICE,Payments - EPS
CANID,4440,AWS GCR Public Sector Sales,AMAZON WEB SERVICES,Web Services Fixed
CANID,4441,AWS GCR Partner Program-Var,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
CANID,4450,WW Advertising & Marketing Ops,KINDLE DEVICE,Kindle China
CANID,4451,Dig Tech Mgmt - BD/Mktg,DIGITAL,New Initiatives
CANID,4460,Marketing Measurement,KINDLE DEVICE,Kindle Device Management
CANID,4465,XCM #4,NORTH AMERICA RETAIL,WW Retail Systems
CANID,4470,XCM #5,NORTH AMERICA RETAIL,WW Retail Systems
CANID,4475,XCM #6,NORTH AMERICA RETAIL,WW Retail Systems
CANID,4480,XCM #7,NORTH AMERICA RETAIL,WW Retail Systems
CANID,4485,XCM #8,NORTH AMERICA RETAIL,WW Retail Systems
CANID,4490,XCM #9,NORTH AMERICA RETAIL,WW Retail Systems
CANID,4501,Buyer Risk Investigations,MERCHANT SERVICES,Risk Management and Fraud
CANID,4502,Transaction Risk Management,MERCHANT SERVICES,Risk Management and Fraud
CANID,4503,Core Machine Learning,MERCHANT SERVICES,Machine Learning
CANID,4506,Merchant Risk Investigations,MERCHANT SERVICES,Risk Management and Fraud
CANID,4513,Marketplace Recruit and Dev,MERCHANT SERVICES,North American Sales
CANID,4515,Global Channels Sales,MERCHANT SERVICES,International Sales
CANID,4516,Global Sales Support,MERCHANT SERVICES,International Sales
CANID,4517,ChannelSales Support-Softlines,NORTH AMERICA RETAIL,WW Retail Systems
CANID,4600,AWS - Marketing,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
CANID,4601,AWS Marketing - Variable,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
CANID,4602,Elemental Marketing - Variable,AMAZON WEB SERVICES,AWS - Utility Computing
CANID,4700,GC Discount,E-COMMERCE PLATFORM,Payments Platform
CANID,4800,Softlines Marketing,NORTH AMERICA RETAIL,WW Retail Systems
CANID,4850,WFM Marketing,FINANCE,Global Consumer FPA
CANID,4851,WFM Marketing -Variable,NORTH AMERICA RETAIL,WW Retail Systems
CANID,4852,WFM Other -Variable,NORTH AMERICA RETAIL,WW Retail Systems
CANID,4878,Project Compass,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5009,AWS Sales&BD Devlper Resources,AMAZON WEB SERVICES,AWS - Product Management and Dev Relations
CANID,5010,Consumables Selection Team,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5050,WW Retail Media Management,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5052,Spain - Retail Management,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5053,BuyVIP,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5054,BuyVIP Marketing,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5055,NA Retail Expansion,NORTH AMERICA RETAIL,Med-Canada/NA Exp
CANID,5060,Books Management,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5089,Turkey Expansion 5089,KINDLE CONTENT,Intl Retail - Other
CANID,5101,Echo Look Consumer Variable,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5107,Amazon Tickets Fixed,BUSINESS DEV AND CPC,Amazon Local
CANID,5111,Author Services,KINDLE CONTENT,GoodReads
CANID,5120,International Technology,INTERNATIONAL RETAIL,International Expansion
CANID,5121,Int Expansion - India/Cricket,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5122,Int Expansion - India/Junglee,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5123,Brazil Retail and Marketplace,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5124,Javari Tech,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5126,India - JV Corporate,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5127,Retail Wholesale,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5128,Retail Wholesale - Tech,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5129,Junglee Tech,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5130,Localization Platform Tech,KINDLE CONTENT,WW Retail Marketing
CANID,5131,CN Retail Tech,KINDLE CONTENT,WW Retail Marketing
CANID,5133,Customer Experience-India,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5134,Customer Shopping Exp-India,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5135,Payments - India,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5136,Amazon Retail India - ARIPL,KINDLE CONTENT,WW Retail Marketing
CANID,5138,Category Management-CE India,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5139,Applied Modeling and Data Sci,KINDLE DEVICE,App Store/ Games/ Cloud drive
CANID,5140,Alexa Data Services,KINDLE DEVICE,App Store/ Games/ Cloud drive
CANID,5141,Amazon Devices-Demand Planning,DIGITAL,New Initiatives
CANID,5142,Special conversion,DIGITAL,New Initiatives
CANID,5143,Kindle PM and Design,DIGITAL,New Initiatives
CANID,5144,Amazon Education (Management),KINDLE DEVICE,Device Education
CANID,5145,Digital Content Mgt,DIGITAL,Kindle Content
CANID,5146,Alexa Excellence,KINDLE DEVICE,New Initiatives
CANID,5147,FireTV Business & Marketing,KINDLE DEVICE,Device Management
CANID,5148,Kindle Public Library Lending,KINDLE CONTENT,Kindle
CANID,5150,Retail Systems G&A,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5151,SCOT - Forecasting,OPERATIONS & CUSTOMER SERVICE,SCOT
CANID,5152,Amzn Selection & Catalog Sys,E-COMMERCE PLATFORM,eCSCS
CANID,5153,Vendor Terms and Profitability,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5155,Tech Program Mgt,DIGITAL,Audible
CANID,5158,Digital Video Business,BUSINESS DEV AND CPC,Video/Studios
CANID,5160,Amazon Publishing,KINDLE CONTENT,Amazon Publishing
CANID,5162,Music - Product Mgmt,BUSINESS DEV AND CPC,Digital Music
CANID,5163,Digital Audio Product Ops,BUSINESS DEV AND CPC,Digital Music
CANID,5164,Amazon Devices Product Mgt,KINDLE DEVICE,Kindle China
CANID,5165,Digital Management,KINDLE DEVICE,Kindle Device Management
CANID,5166,Alexa Tech Support,DIGITAL,Device Software
CANID,5167,Device Software & QA - Mgt,DIGITAL,Device Software
CANID,5168,Device Variable (TRMS),DIGITAL,Device Software
CANID,5169,Cross Platform Mgt,KINDLE CONTENT,Kindle China
CANID,5170,Content Demand - Mgt,KINDLE CONTENT,Content Store
CANID,5171,Self Publishing,DIGITAL,Kindle Content
CANID,5172,SGX Product and Program,DIGITAL,Kindle Content
CANID,5173,Kindle Content Operations,KINDLE CONTENT,Content Tech & Ops
CANID,5174,Amazon Devices - Emerging,KINDLE DEVICE,New Initiatives
CANID,5177,SW-IoT & Mobile Products,KINDLE DEVICE,Device Software
CANID,5178,KDK - Mgt,DIGITAL,App Store/ Games/ Cloud drive
CANID,5179,DDV Prime Video Movies-Buss,BUSINESS DEV AND CPC,Video/Studios
CANID,5182,Vendor Self Service,NORTH AMERICA RETAIL,RS-Sub Int
CANID,5183,Alexa Experience and Devices,KINDLE DEVICE,App Store/ Games/ Cloud drive
CANID,5184,Content Quality Operations,KINDLE CONTENT,Content Tech & Ops
CANID,5185,SGX Operations,KINDLE CONTENT,Content Tech & Ops
CANID,5186,Publisher Tools to Reader -Ops,KINDLE CONTENT,Content Tech & Ops
CANID,5188,Content Risk Management,DIGITAL,WW Customer Service
CANID,5189,Kindle Fraud Detection,DIGITAL,Independent Publishing
CANID,5190,Publisher Tools to Reader -Mgt,KINDLE CONTENT,Content Tech & Ops
CANID,5191,Digital Content and Commerce,KINDLE CONTENT,Content Tech & Ops
CANID,5192,Digital Book Store,KINDLE CONTENT,Content Store SW
CANID,5193,FireTV Engagement&Experiences,KINDLE DEVICE,Kindle Products
CANID,5195,Digital Content - Ops,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5196,Content Programs Variable,KINDLE DEVICE,Device Software
CANID,5197,Alexa Domains - Smart Home,KINDLE DEVICE,App Store/ Games/ Cloud drive
CANID,5199,Alexa Domains - HHO,KINDLE DEVICE,App Store/ Games/ Cloud drive
CANID,5200,Movies,NORTH AMERICA RETAIL,WW Retail Systems
CANID,5203,Content exp and Quality-Mgt,KINDLE CONTENT,Content Tech & Ops
CANID,5204,Kindle Reader - Ops,DIGITAL,Kindle Content
CANID,5205,Content Vendor Mgt,KINDLE CONTENT,Content Acquisition
CANID,5206,Content Sites,BUSINESS DEV AND CPC,Biz Dev/Corp Dev/DPReview
CANID,5207,Amazon Restaurants Fixed,BUSINESS DEV AND CPC,Amazon Local
CANID,5208,KDP Ops,KINDLE CONTENT,Kindle China
